country_id,year,stunting_pct,underweight_pct,wasting_pct
TZA,2021,34.9,11.5,3.6
TZA,2022,33.4,12.0,3.2
UGA,1988,49.5,20.6,3.3
UGA,1995,47.4,22.7,6.9
UGA,2000,46.3,20.2,5.2
UGA,2006,39.7,16.9,6.2
UGA,2009,40.9,17.3,5.1
UGA,2011-05,40.6,13.8,3.8
UGA,2011-09,35.6,15.2,4.7
UGA,2012,36.3,12.7,4.8
UGA,2014,35.8,12.0,4.0
UGA,2015,32.9,10.0,6.1
UGA,2016,30.2,11.0,3.6
UGA,2018,26.8,8.5,2.5
UGA,2020,28.2,8.4,3.3
UGA,2022,24.4,9.7,3.2
UKR,2000,28.7,5.4,8.2
UNICEF_EAP,1990,,,5.5
UNICEF_EAP,1991,,,5.4
UNICEF_EAP,1992,,,5.4
UNICEF_EAP,1993,,,5.3
UNICEF_EAP,1994,,,5.2
UNICEF_EAP,1995,,,5.2
UNICEF_EAP,1996,,,5.2
UNICEF_EAP,1997,,,5.1
UNICEF_EAP,1998,,,5.0
UNICEF_EAP,1999,,,5.0
UNICEF_EAP,2000,,,4.9
UNICEF_EAP,2001,,,4.8
UNICEF_EAP,2002,,,4.7
UNICEF_EAP,2003,,,4.7
UNICEF_EAP,2004,,,4.6
UNICEF_EAP,2005,,,4.5
UNICEF_EAP,2006,,,4.4
UNICEF_EAP,2007,,,4.3
UNICEF_EAP,2008,,,4.2
UNICEF_EAP,2009,,,4.2
UNICEF_EAP,2010,,,4.1
UNICEF_EAP,2011,,,4.0
UNICEF_EAP,2012,,,3.9
UNICEF_EAP,2013,,,3.8
UNICEF_EAP,2014,,,3.8
UNICEF_EAP,2015,,,3.7
UNICEF_EAP,2016,,,3.6
UNICEF_EAP,2017,,,3.6
UNICEF_EAP,2018,,,3.5
UNICEF_EAP,2019,,,3.5
UNICEF_EAP,2020,,,3.4
UNICEF_EAP,2021,,,3.4
UNICEF_EAP,2022,,,3.5
UNICEF_EAP,2023,,,3.5
UNICEF_EAP,2024,,,3.5
UNICEF_ECA,1990,,,3.6
UNICEF_ECA,1991,,,3.5
UNICEF_ECA,1992,,,3.4
UNICEF_ECA,1993,,,3.2
UNICEF_ECA,1994,,,3.1
UNICEF_ECA,1995,,,3.0
UNICEF_ECA,1996,,,2.8
UNICEF_ECA,1997,,,2.7
UNICEF_ECA,1998,,,2.6
UNICEF_ECA,1999,,,2.5
UNICEF_ECA,2000,,,2.4
UNICEF_ECA,2001,,,2.3
UNICEF_ECA,2002,,,2.2
UNICEF_ECA,2003,,,2.1
UNICEF_ECA,2004,,,2.0
UNICEF_ECA,2005,,,2.0
UNICEF_ECA,2006,,,1.9
UNICEF_ECA,2007,,,1.8
UNICEF_ECA,2008,,,1.8
UNICEF_ECA,2009,,,1.7
UNICEF_ECA,2010,,,1.7
UNICEF_ECA,2011,,,1.6
UNICEF_ECA,2012,,,1.5
UNICEF_ECA,2013,,,1.5
UNICEF_ECA,2014,,,1.5
UNICEF_ECA,2015,,,1.4
UNICEF_ECA,2016,,,1.4
UNICEF_ECA,2017,,,1.3
UNICEF_ECA,2018,,,1.3
UNICEF_ECA,2019,,,1.2
UNICEF_ECA,2020,,,1.2
UNICEF_ECA,2021,,,1.1
UNICEF_ECA,2022,,,1.1
UNICEF_ECA,2023,,,1.1
UNICEF_ECA,2024,,,1.0
UNICEF_EECA,1990,,,6.1
UNICEF_EECA,1991,,,5.9
UNICEF_EECA,1992,,,5.7
UNICEF_EECA,1993,,,5.5
UNICEF_EECA,1994,,,5.3
UNICEF_EECA,1995,,,5.1
UNICEF_EECA,1996,,,4.9
UNICEF_EECA,1997,,,4.7
UNICEF_EECA,1998,,,4.5
UNICEF_EECA,1999,,,4.4
UNICEF_EECA,2000,,,4.2
UNICEF_EECA,2001,,,4.0
UNICEF_EECA,2002,,,3.9
UNICEF_EECA,2003,,,3.7
UNICEF_EECA,2004,,,3.6
UNICEF_EECA,2005,,,3.5
UNICEF_EECA,2006,,,3.3
UNICEF_EECA,2007,,,3.2
UNICEF_EECA,2008,,,3.1
UNICEF_EECA,2009,,,3.0
UNICEF_EECA,2010,,,2.8
UNICEF_EECA,2011,,,2.7
UNICEF_EECA,2012,,,2.6
UNICEF_EECA,2013,,,2.5
UNICEF_EECA,2014,,,2.4
UNICEF_EECA,2015,,,2.3
UNICEF_EECA,2016,,,2.3
UNICEF_EECA,2017,,,2.2
UNICEF_EECA,2018,,,2.1
UNICEF_EECA,2019,,,2.0
UNICEF_EECA,2020,,,1.9
UNICEF_EECA,2021,,,1.9
UNICEF_EECA,2022,,,1.8
UNICEF_EECA,2023,,,1.7
UNICEF_EECA,2024,,,1.6
UNICEF_ESA,1990,,,9.2
UNICEF_ESA,1991,,,9.1
UNICEF_ESA,1992,,,8.9
UNICEF_ESA,1993,,,8.7
UNICEF_ESA,1994,,,8.6
UNICEF_ESA,1995,,,8.4
UNICEF_ESA,1996,,,8.3
UNICEF_ESA,1997,,,8.1
UNICEF_ESA,1998,,,8.0
UNICEF_ESA,1999,,,7.8
UNICEF_ESA,2000,,,7.7
UNICEF_ESA,2001,,,7.5
UNICEF_ESA,2002,,,7.4
UNICEF_ESA,2003,,,7.3
UNICEF_ESA,2004,,,7.1
UNICEF_ESA,2005,,,7.0
UNICEF_ESA,2006,,,6.9
UNICEF_ESA,2007,,,6.7
UNICEF_ESA,2008,,,6.6
UNICEF_ESA,2009,,,6.5
UNICEF_ESA,2010,,,6.4
UNICEF_ESA,2011,,,6.3
UNICEF_ESA,2012,,,6.1
UNICEF_ESA,2013,,,6.0
UNICEF_ESA,2014,,,5.9
UNICEF_ESA,2015,,,5.8
UNICEF_ESA,2016,,,5.7
UNICEF_ESA,2017,,,5.6
UNICEF_ESA,2018,,,5.5
UNICEF_ESA,2019,,,5.4
UNICEF_ESA,2020,,,5.3
UNICEF_ESA,2021,,,5.2
UNICEF_ESA,2022,,,5.1
UNICEF_ESA,2023,,,5.0
UNICEF_ESA,2024,,,4.9
UNICEF_LAC,1990,,,2.5
UNICEF_LAC,1991,,,2.4
UNICEF_LAC,1992,,,2.4
UNICEF_LAC,1993,,,2.3
UNICEF_LAC,1994,,,2.3
UNICEF_LAC,1995,,,2.2
UNICEF_LAC,1996,,,2.2
UNICEF_LAC,1997,,,2.2
UNICEF_LAC,1998,,,2.1
UNICEF_LAC,1999,,,2.1
UNICEF_LAC,2000,,,2.0
UNICEF_LAC,2001,,,2.0
UNICEF_LAC,2002,,,2.0
UNICEF_LAC,2003,,,1.9
UNICEF_LAC,2004,,,1.9
UNICEF_LAC,2005,,,1.8
UNICEF_LAC,2006,,,1.8
UNICEF_LAC,2007,,,1.8
UNICEF_LAC,2008,,,1.7
UNICEF_LAC,2009,,,1.7
UNICEF_LAC,2010,,,1.7
UNICEF_LAC,2011,,,1.6
UNICEF_LAC,2012,,,1.6
UNICEF_LAC,2013,,,1.6
UNICEF_LAC,2014,,,1.6
UNICEF_LAC,2015,,,1.5
UNICEF_LAC,2016,,,1.5
UNICEF_LAC,2017,,,1.5
UNICEF_LAC,2018,,,1.4
UNICEF_LAC,2019,,,1.4
UNICEF_LAC,2020,,,1.4
UNICEF_LAC,2021,,,1.4
UNICEF_LAC,2022,,,1.3
UNICEF_LAC,2023,,,1.3
UNICEF_LAC,2024,,,1.3
UNICEF_MENA,1990,,,5.9
UNICEF_MENA,1991,,,5.9
UNICEF_MENA,1992,,,5.8
UNICEF_MENA,1993,,,5.8
UNICEF_MENA,1994,,,5.8
UNICEF_MENA,1995,,,5.8
UNICEF_MENA,1996,,,5.7
UNICEF_MENA,1997,,,5.7
UNICEF_MENA,1998,,,5.7
UNICEF_MENA,1999,,,5.7
UNICEF_MENA,2000,,,5.6
UNICEF_MENA,2001,,,5.6
UNICEF_MENA,2002,,,5.6
UNICEF_MENA,2003,,,5.6
UNICEF_MENA,2004,,,5.5
UNICEF_MENA,2005,,,5.5
UNICEF_MENA,2006,,,5.5
UNICEF_MENA,2007,,,5.5
UNICEF_MENA,2008,,,5.4
UNICEF_MENA,2009,,,5.4
UNICEF_MENA,2010,,,5.4
UNICEF_MENA,2011,,,5.4
UNICEF_MENA,2012,,,5.3
UNICEF_MENA,2013,,,5.3
UNICEF_MENA,2014,,,5.3
UNICEF_MENA,2015,,,5.3
UNICEF_MENA,2016,,,5.2
UNICEF_MENA,2017,,,5.2
UNICEF_MENA,2018,,,5.2
UNICEF_MENA,2019,,,5.2
UNICEF_MENA,2020,,,5.1
UNICEF_MENA,2021,,,5.1
UNICEF_MENA,2022,,,5.1
UNICEF_MENA,2023,,,5.1
UNICEF_MENA,2024,,,5.0
UNICEF_NA,1990,,,0.7
UNICEF_NA,1991,,,0.7
UNICEF_NA,1992,,,0.7
UNICEF_NA,1993,,,0.6
UNICEF_NA,1994,,,0.6
UNICEF_NA,1995,,,0.6
UNICEF_NA,1996,,,0.6
UNICEF_NA,1997,,,0.6
UNICEF_NA,1998,,,0.6
UNICEF_NA,1999,,,0.6
UNICEF_NA,2000,,,0.5
UNICEF_NA,2001,,,0.5
UNICEF_NA,2002,,,0.5
UNICEF_NA,2003,,,0.5
UNICEF_NA,2004,,,0.5
UNICEF_NA,2005,,,0.5
UNICEF_NA,2006,,,0.4
UNICEF_NA,2007,,,0.4
UNICEF_NA,2008,,,0.4
UNICEF_NA,2009,,,0.4
UNICEF_NA,2010,,,0.4
UNICEF_NA,2011,,,0.4
UNICEF_NA,2012,,,0.3
UNICEF_NA,2013,,,0.3
UNICEF_NA,2014,,,0.3
UNICEF_NA,2015,,,0.3
UNICEF_NA,2016,,,0.3
UNICEF_NA,2017,,,0.3
UNICEF_NA,2018,,,0.3
UNICEF_NA,2019,,,0.2
UNICEF_NA,2020,,,0.2
UNICEF_NA,2021,,,0.2
UNICEF_NA,2022,,,0.2
UNICEF_NA,2023,,,0.2
UNICEF_NA,2024,,,0.2
UNICEF_SA,1990,,,18.8
UNICEF_SA,1991,,,18.7
UNICEF_SA,1992,,,18.5
UNICEF_SA,1993,,,18.4
UNICEF_SA,1994,,,18.2
UNICEF_SA,1995,,,18.1
UNICEF_SA,1996,,,17.9
UNICEF_SA,1997,,,17.8
UNICEF_SA,1998,,,17.6
UNICEF_SA,1999,,,17.5
UNICEF_SA,2000,,,17.3
UNICEF_SA,2001,,,17.2
UNICEF_SA,2002,,,17.0
UNICEF_SA,2003,,,16.9
UNICEF_SA,2004,,,16.8
UNICEF_SA,2005,,,16.6
UNICEF_SA,2006,,,16.5
UNICEF_SA,2007,,,16.3
UNICEF_SA,2008,,,16.2
UNICEF_SA,2009,,,16.1
UNICEF_SA,2010,,,15.9
UNICEF_SA,2011,,,15.8
UNICEF_SA,2012,,,15.7
UNICEF_SA,2013,,,15.5
UNICEF_SA,2014,,,15.4
UNICEF_SA,2015,,,15.3
UNICEF_SA,2016,,,15.1
UNICEF_SA,2017,,,15.0
UNICEF_SA,2018,,,14.9
UNICEF_SA,2019,,,14.7
UNICEF_SA,2020,,,14.6
UNICEF_SA,2021,,,14.5
UNICEF_SA,2022,,,14.4
UNICEF_SA,2023,,,14.2
UNICEF_SA,2024,,,14.1
UNICEF_SSA,1990,,,11.3
UNICEF_SSA,1991,,,11.1
UNICEF_SSA,1992,,,10.9
UNICEF_SSA,1993,,,10.7
UNICEF_SSA,1994,,,10.5
UNICEF_SSA,1995,,,10.3
UNICEF_SSA,1996,,,10.1
UNICEF_SSA,1997,,,9.9
UNICEF_SSA,1998,,,9.8
UNICEF_SSA,1999,,,9.6
UNICEF_SSA,2000,,,9.4
UNICEF_SSA,2001,,,9.2
UNICEF_SSA,2002,,,9.1
UNICEF_SSA,2003,,,8.9
UNICEF_SSA,2004,,,8.7
UNICEF_SSA,2005,,,8.6
UNICEF_SSA,2006,,,8.4
UNICEF_SSA,2007,,,8.2
UNICEF_SSA,2008,,,8.1
UNICEF_SSA,2009,,,7.9
UNICEF_SSA,2010,,,7.8
UNICEF_SSA,2011,,,7.6
UNICEF_SSA,2012,,,7.5
UNICEF_SSA,2013,,,7.4
UNICEF_SSA,2014,,,7.2
UNICEF_SSA,2015,,,7.1
UNICEF_SSA,2016,,,7.0
UNICEF_SSA,2017,,,6.8
UNICEF_SSA,2018,,,6.7
UNICEF_SSA,2019,,,6.5
UNICEF_SSA,2020,,,6.4
UNICEF_SSA,2021,,,6.3
UNICEF_SSA,2022,,,6.2
UNICEF_SSA,2023,,,6.0
UNICEF_SSA,2024,,,5.9
UNICEF_WCA,1990,,,13.7
UNICEF_WCA,1991,,,13.4
UNICEF_WCA,1992,,,13.1
UNICEF_WCA,1993,,,12.9
UNICEF_WCA,1994,,,12.6
UNICEF_WCA,1995,,,12.4
UNICEF_WCA,1996,,,12.1
UNICEF_WCA,1997,,,11.9
UNICEF_WCA,1998,,,11.7
UNICEF_WCA,1999,,,11.5
UNICEF_WCA,2000,,,11.2
UNICEF_WCA,2001,,,11.0
UNICEF_WCA,2002,,,10.8
UNICEF_WCA,2003,,,10.6
UNICEF_WCA,2004,,,10.4
UNICEF_WCA,2005,,,10.2
UNICEF_WCA,2006,,,10.0
UNICEF_WCA,2007,,,9.8
UNICEF_WCA,2008,,,9.6
UNICEF_WCA,2009,,,9.4
UNICEF_WCA,2010,,,9.2
UNICEF_WCA,2011,,,9.0
UNICEF_WCA,2012,,,8.8
UNICEF_WCA,2013,,,8.6
UNICEF_WCA,2014,,,8.5
UNICEF_WCA,2015,,,8.3
UNICEF_WCA,2016,,,8.1
UNICEF_WCA,2017,,,8.0
UNICEF_WCA,2018,,,7.8
UNICEF_WCA,2019,,,7.6
UNICEF_WCA,2020,,,7.5
UNICEF_WCA,2021,,,7.3
UNICEF_WCA,2022,,,7.2
UNICEF_WCA,2023,,,7.0
UNICEF_WCA,2024,,,6.9
UNICEF_WE,1990,,,1.4
UNICEF_WE,1991,,,1.3
UNICEF_WE,1992,,,1.3
UNICEF_WE,1993,,,1.2
UNICEF_WE,1994,,,1.2
UNICEF_WE,1995,,,1.2
UNICEF_WE,1996,,,1.1
UNICEF_WE,1997,,,1.1
UNICEF_WE,1998,,,1.1
UNICEF_WE,1999,,,1.0
UNICEF_WE,2000,,,1.0
UNICEF_WE,2001,,,1.0
UNICEF_WE,2002,,,0.9
UNICEF_WE,2003,,,0.9
UNICEF_WE,2004,,,0.9
UNICEF_WE,2005,,,0.8
UNICEF_WE,2006,,,0.8
UNICEF_WE,2007,,,0.8
UNICEF_WE,2008,,,0.8
UNICEF_WE,2009,,,0.7
UNICEF_WE,2010,,,0.7
UNICEF_WE,2011,,,0.7
UNICEF_WE,2012,,,0.7
UNICEF_WE,2013,,,0.7
UNICEF_WE,2014,,,0.6
UNICEF_WE,2015,,,0.6
UNICEF_WE,2016,,,0.6
UNICEF_WE,2017,,,0.6
UNICEF_WE,2018,,,0.6
UNICEF_WE,2019,,,0.5
UNICEF_WE,2020,,,0.5
UNICEF_WE,2021,,,0.5
UNICEF_WE,2022,,,0.5
UNICEF_WE,2023,,,0.5
UNICEF_WE,2024,,,0.5
UNSDG_AUSTRALIANEWZEALAND,1990,,,0.0
UNSDG_AUSTRALIANEWZEALAND,1991,,,0.0
UNSDG_AUSTRALIANEWZEALAND,1992,,,0.0
UNSDG_AUSTRALIANEWZEALAND,1993,,,0.0
UNSDG_AUSTRALIANEWZEALAND,1994,,,0.0
UNSDG_AUSTRALIANEWZEALAND,1995,,,0.0
UNSDG_AUSTRALIANEWZEALAND,1996,,,0.0
UNSDG_AUSTRALIANEWZEALAND,1997,,,0.0
UNSDG_AUSTRALIANEWZEALAND,1998,,,0.1
UNSDG_AUSTRALIANEWZEALAND,1999,,,0.1
UNSDG_AUSTRALIANEWZEALAND,2000,,,0.1
UNSDG_AUSTRALIANEWZEALAND,2001,,,0.1
UNSDG_AUSTRALIANEWZEALAND,2002,,,0.1
UNSDG_AUSTRALIANEWZEALAND,2003,,,0.1
UNSDG_AUSTRALIANEWZEALAND,2004,,,0.2
UNSDG_AUSTRALIANEWZEALAND,2005,,,0.2
UNSDG_AUSTRALIANEWZEALAND,2006,,,0.2
UNSDG_AUSTRALIANEWZEALAND,2007,,,0.2
UNSDG_AUSTRALIANEWZEALAND,2008,,,0.2
UNSDG_AUSTRALIANEWZEALAND,2009,,,0.2
UNSDG_AUSTRALIANEWZEALAND,2010,,,0.2
UNSDG_AUSTRALIANEWZEALAND,2011,,,0.3
UNSDG_AUSTRALIANEWZEALAND,2012,,,0.3
UNSDG_AUSTRALIANEWZEALAND,2013,,,0.3
UNSDG_AUSTRALIANEWZEALAND,2014,,,0.3
UNSDG_AUSTRALIANEWZEALAND,2015,,,0.3
UNSDG_AUSTRALIANEWZEALAND,2016,,,0.3
UNSDG_AUSTRALIANEWZEALAND,2017,,,0.4
UNSDG_AUSTRALIANEWZEALAND,2018,,,0.4
UNSDG_AUSTRALIANEWZEALAND,2019,,,0.4
UNSDG_AUSTRALIANEWZEALAND,2020,,,0.4
UNSDG_AUSTRALIANEWZEALAND,2021,,,0.4
UNSDG_AUSTRALIANEWZEALAND,2022,,,0.4
UNSDG_AUSTRALIANEWZEALAND,2023,,,0.5
UNSDG_AUSTRALIANEWZEALAND,2024,,,0.5
UNSDG_CARIBBEAN,1990,,,3.6
UNSDG_CARIBBEAN,1991,,,3.6
UNSDG_CARIBBEAN,1992,,,3.6
UNSDG_CARIBBEAN,1993,,,3.6
UNSDG_CARIBBEAN,1994,,,3.5
UNSDG_CARIBBEAN,1995,,,3.5
UNSDG_CARIBBEAN,1996,,,3.5
UNSDG_CARIBBEAN,1997,,,3.5
UNSDG_CARIBBEAN,1998,,,3.4
UNSDG_CARIBBEAN,1999,,,3.4
UNSDG_CARIBBEAN,2000,,,3.4
UNSDG_CARIBBEAN,2001,,,3.4
UNSDG_CARIBBEAN,2002,,,3.3
UNSDG_CARIBBEAN,2003,,,3.3
UNSDG_CARIBBEAN,2004,,,3.3
UNSDG_CARIBBEAN,2005,,,3.3
UNSDG_CARIBBEAN,2006,,,3.3
UNSDG_CARIBBEAN,2007,,,3.2
UNSDG_CARIBBEAN,2008,,,3.2
UNSDG_CARIBBEAN,2009,,,3.2
UNSDG_CARIBBEAN,2010,,,3.2
UNSDG_CARIBBEAN,2011,,,3.1
UNSDG_CARIBBEAN,2012,,,3.1
UNSDG_CARIBBEAN,2013,,,3.1
UNSDG_CARIBBEAN,2014,,,3.1
UNSDG_CARIBBEAN,2015,,,3.1
UNSDG_CARIBBEAN,2016,,,3.0
UNSDG_CARIBBEAN,2017,,,3.0
UNSDG_CARIBBEAN,2018,,,3.0
UNSDG_CARIBBEAN,2019,,,3.0
UNSDG_CARIBBEAN,2020,,,3.0
UNSDG_CARIBBEAN,2021,,,2.9
UNSDG_CARIBBEAN,2022,,,2.9
UNSDG_CARIBBEAN,2023,,,2.9
UNSDG_CARIBBEAN,2024,,,2.9
UNSDG_CENTRALAMR,1990,,,3.1
UNSDG_CENTRALAMR,1991,,,3.0
UNSDG_CENTRALAMR,1992,,,2.9
UNSDG_CENTRALAMR,1993,,,2.8
UNSDG_CENTRALAMR,1994,,,2.7
UNSDG_CENTRALAMR,1995,,,2.6
UNSDG_CENTRALAMR,1996,,,2.5
UNSDG_CENTRALAMR,1997,,,2.4
UNSDG_CENTRALAMR,1998,,,2.3
UNSDG_CENTRALAMR,1999,,,2.2
UNSDG_CENTRALAMR,2000,,,2.2
UNSDG_CENTRALAMR,2001,,,2.1
UNSDG_CENTRALAMR,2002,,,2.0
UNSDG_CENTRALAMR,2003,,,1.9
UNSDG_CENTRALAMR,2004,,,1.9
UNSDG_CENTRALAMR,2005,,,1.8
UNSDG_CENTRALAMR,2006,,,1.7
UNSDG_CENTRALAMR,2007,,,1.7
UNSDG_CENTRALAMR,2008,,,1.6
UNSDG_CENTRALAMR,2009,,,1.6
UNSDG_CENTRALAMR,2010,,,1.5
UNSDG_CENTRALAMR,2011,,,1.5
UNSDG_CENTRALAMR,2012,,,1.4
UNSDG_CENTRALAMR,2013,,,1.4
UNSDG_CENTRALAMR,2014,,,1.3
UNSDG_CENTRALAMR,2015,,,1.3
UNSDG_CENTRALAMR,2016,,,1.2
UNSDG_CENTRALAMR,2017,,,1.2
UNSDG_CENTRALAMR,2018,,,1.1
UNSDG_CENTRALAMR,2019,,,1.1
UNSDG_CENTRALAMR,2020,,,1.1
UNSDG_CENTRALAMR,2021,,,1.0
UNSDG_CENTRALAMR,2022,,,1.0
UNSDG_CENTRALAMR,2023,,,1.0
UNSDG_CENTRALAMR,2024,,,0.9
UNSDG_CENTRALASIA,1990,,,10.9
UNSDG_CENTRALASIA,1991,,,10.4
UNSDG_CENTRALASIA,1992,,,10.0
UNSDG_CENTRALASIA,1993,,,9.5
UNSDG_CENTRALASIA,1994,,,9.1
UNSDG_CENTRALASIA,1995,,,8.7
UNSDG_CENTRALASIA,1996,,,8.3
UNSDG_CENTRALASIA,1997,,,7.9
UNSDG_CENTRALASIA,1998,,,7.5
UNSDG_CENTRALASIA,1999,,,7.2
UNSDG_CENTRALASIA,2000,,,6.8
UNSDG_CENTRALASIA,2001,,,6.5
UNSDG_CENTRALASIA,2002,,,6.2
UNSDG_CENTRALASIA,2003,,,5.9
UNSDG_CENTRALASIA,2004,,,5.6
UNSDG_CENTRALASIA,2005,,,5.3
UNSDG_CENTRALASIA,2006,,,5.1
UNSDG_CENTRALASIA,2007,,,4.8
UNSDG_CENTRALASIA,2008,,,4.6
UNSDG_CENTRALASIA,2009,,,4.4
UNSDG_CENTRALASIA,2010,,,4.2
UNSDG_CENTRALASIA,2011,,,4.0
UNSDG_CENTRALASIA,2012,,,3.8
UNSDG_CENTRALASIA,2013,,,3.6
UNSDG_CENTRALASIA,2014,,,3.4
UNSDG_CENTRALASIA,2015,,,3.3
UNSDG_CENTRALASIA,2016,,,3.1
UNSDG_CENTRALASIA,2017,,,2.9
UNSDG_CENTRALASIA,2018,,,2.8
UNSDG_CENTRALASIA,2019,,,2.7
UNSDG_CENTRALASIA,2020,,,2.5
UNSDG_CENTRALASIA,2021,,,2.4
UNSDG_CENTRALASIA,2022,,,2.3
UNSDG_CENTRALASIA,2023,,,2.2
UNSDG_CENTRALASIA,2024,,,2.1
UNSDG_CENTRALASIASOUTHERNASIA,1990,,,17.9
UNSDG_CENTRALASIASOUTHERNASIA,1991,,,17.7
UNSDG_CENTRALASIASOUTHERNASIA,1992,,,17.6
UNSDG_CENTRALASIASOUTHERNASIA,1993,,,17.4
UNSDG_CENTRALASIASOUTHERNASIA,1994,,,17.3
UNSDG_CENTRALASIASOUTHERNASIA,1995,,,17.1
UNSDG_CENTRALASIASOUTHERNASIA,1996,,,17.0
UNSDG_CENTRALASIASOUTHERNASIA,1997,,,16.8
UNSDG_CENTRALASIASOUTHERNASIA,1998,,,16.7
UNSDG_CENTRALASIASOUTHERNASIA,1999,,,16.5
UNSDG_CENTRALASIASOUTHERNASIA,2000,,,16.4
UNSDG_CENTRALASIASOUTHERNASIA,2001,,,16.3
UNSDG_CENTRALASIASOUTHERNASIA,2002,,,16.1
UNSDG_CENTRALASIASOUTHERNASIA,2003,,,16.0
UNSDG_CENTRALASIASOUTHERNASIA,2004,,,15.9
UNSDG_CENTRALASIASOUTHERNASIA,2005,,,15.7
UNSDG_CENTRALASIASOUTHERNASIA,2006,,,15.6
UNSDG_CENTRALASIASOUTHERNASIA,2007,,,15.4
UNSDG_CENTRALASIASOUTHERNASIA,2008,,,15.3
UNSDG_CENTRALASIASOUTHERNASIA,2009,,,15.1
UNSDG_CENTRALASIASOUTHERNASIA,2010,,,14.9
UNSDG_CENTRALASIASOUTHERNASIA,2011,,,14.8
UNSDG_CENTRALASIASOUTHERNASIA,2012,,,14.7
UNSDG_CENTRALASIASOUTHERNASIA,2013,,,14.5
UNSDG_CENTRALASIASOUTHERNASIA,2014,,,14.4
UNSDG_CENTRALASIASOUTHERNASIA,2015,,,14.2
UNSDG_CENTRALASIASOUTHERNASIA,2016,,,14.1
UNSDG_CENTRALASIASOUTHERNASIA,2017,,,13.9
UNSDG_CENTRALASIASOUTHERNASIA,2018,,,13.8
UNSDG_CENTRALASIASOUTHERNASIA,2019,,,13.7
UNSDG_CENTRALASIASOUTHERNASIA,2020,,,13.5
UNSDG_CENTRALASIASOUTHERNASIA,2021,,,13.4
UNSDG_CENTRALASIASOUTHERNASIA,2022,,,13.3
UNSDG_CENTRALASIASOUTHERNASIA,2023,,,13.1
UNSDG_CENTRALASIASOUTHERNASIA,2024,,,13.0
UNSDG_EASTERNAFR,1990,,,9.4
UNSDG_EASTERNAFR,1991,,,9.3
UNSDG_EASTERNAFR,1992,,,9.1
UNSDG_EASTERNAFR,1993,,,8.9
UNSDG_EASTERNAFR,1994,,,8.7
UNSDG_EASTERNAFR,1995,,,8.6
UNSDG_EASTERNAFR,1996,,,8.4
UNSDG_EASTERNAFR,1997,,,8.2
UNSDG_EASTERNAFR,1998,,,8.1
UNSDG_EASTERNAFR,1999,,,7.9
UNSDG_EASTERNAFR,2000,,,7.8
UNSDG_EASTERNAFR,2001,,,7.6
UNSDG_EASTERNAFR,2002,,,7.5
UNSDG_EASTERNAFR,2003,,,7.3
UNSDG_EASTERNAFR,2004,,,7.2
UNSDG_EASTERNAFR,2005,,,7.0
UNSDG_EASTERNAFR,2006,,,6.9
UNSDG_EASTERNAFR,2007,,,6.7
UNSDG_EASTERNAFR,2008,,,6.6
UNSDG_EASTERNAFR,2009,,,6.5
UNSDG_EASTERNAFR,2010,,,6.4
UNSDG_EASTERNAFR,2011,,,6.2
UNSDG_EASTERNAFR,2012,,,6.1
UNSDG_EASTERNAFR,2013,,,6.0
UNSDG_EASTERNAFR,2014,,,5.9
UNSDG_EASTERNAFR,2015,,,5.7
UNSDG_EASTERNAFR,2016,,,5.6
UNSDG_EASTERNAFR,2017,,,5.5
UNSDG_EASTERNAFR,2018,,,5.4
UNSDG_EASTERNAFR,2019,,,5.3
UNSDG_EASTERNAFR,2020,,,5.2
UNSDG_EASTERNAFR,2021,,,5.1
UNSDG_EASTERNAFR,2022,,,5.0
UNSDG_EASTERNAFR,2023,,,4.9
UNSDG_EASTERNAFR,2024,,,4.8
UNSDG_EASTERNASIA,1990,,,4.1
UNSDG_EASTERNASIA,1991,,,4.0
UNSDG_EASTERNASIA,1992,,,3.8
UNSDG_EASTERNASIA,1993,,,3.7
UNSDG_EASTERNASIA,1994,,,3.6
UNSDG_EASTERNASIA,1995,,,3.5
UNSDG_EASTERNASIA,1996,,,3.4
UNSDG_EASTERNASIA,1997,,,3.3
UNSDG_EASTERNASIA,1998,,,3.2
UNSDG_EASTERNASIA,1999,,,3.1
UNSDG_EASTERNASIA,2000,,,3.0
UNSDG_EASTERNASIA,2001,,,2.9
UNSDG_EASTERNASIA,2002,,,2.8
UNSDG_EASTERNASIA,2003,,,2.7
UNSDG_EASTERNASIA,2004,,,2.7
UNSDG_EASTERNASIA,2005,,,2.6
UNSDG_EASTERNASIA,2006,,,2.5
UNSDG_EASTERNASIA,2007,,,2.4
UNSDG_EASTERNASIA,2008,,,2.4
UNSDG_EASTERNASIA,2009,,,2.3
UNSDG_EASTERNASIA,2010,,,2.2
UNSDG_EASTERNASIA,2011,,,2.1
UNSDG_EASTERNASIA,2012,,,2.1
UNSDG_EASTERNASIA,2013,,,2.0
UNSDG_EASTERNASIA,2014,,,2.0
UNSDG_EASTERNASIA,2015,,,1.9
UNSDG_EASTERNASIA,2016,,,1.8
UNSDG_EASTERNASIA,2017,,,1.8
UNSDG_EASTERNASIA,2018,,,1.7
UNSDG_EASTERNASIA,2019,,,1.7
UNSDG_EASTERNASIA,2020,,,1.6
UNSDG_EASTERNASIA,2021,,,1.6
UNSDG_EASTERNASIA,2022,,,1.5
UNSDG_EASTERNASIA,2023,,,1.5
